Track,Artist,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Title,Stream
Never Hating (feat. Young Thug),Young Thug,spotify:track:1Py8c3dkLF0YczcAyBFBEM,0.879,0.504,8.0,-8.284,0.271,0.0016,0.0,0.147,0.335,102.929,160777.0,"Lil Baby ft. Young Thug ""Never Hating"" (Music Video)",26329786.0
Never Leave,Bailey Zimmerman,spotify:track:1rWoeYw0Vnnj8BLH6ECoiB,0.503,0.643,9.0,-6.586,0.0304,0.523,1.23e-06,0.0661,0.345,148.11,207568.0,Bailey Zimmerman - Never Leave (Official Music Video),12487437.0
Never Let Me Down Again - 2006 Remaster,Depeche Mode,spotify:track:2H1BmB1b6Px9KJXIUpD03u,0.581,0.886,0.0,-6.505,0.0324,0.279,0.0297,0.691,0.586,106.067,290493.0,Depeche Mode - Never Let Me Down Again ( Tour of the Universe Live In Barcelona 2009),
Never Let Me Down Again - Tsangarides Mix,Depeche Mode,spotify:track:4pLWKQTxzR0kFoDeDAJvVk,0.573,0.936,0.0,-4.195,0.0321,0.294,0.0327,0.116,0.784,106.103,262000.0,Depeche Mode - Never Let Me Down Again (Tsangarides Mix) [Music Video],
Never Let Me Go,Cascada-Florence + The Machine,spotify:track:59EZP9EeX60qeXpYuYkyZY,0.533,0.939,1.0,-3.318,0.0706,0.00178,0.000679,0.396,0.406,149.943,210625.0,Timmy Trumpet x Cascada x Harris & Ford - Never Let Me Go (Official Audio),9146224.0
Never Let You Go,Jason Derulo-Shouse,spotify:track:5IHwWQBEh7Skxo1hfCUP1O,0.607,0.825,7.0,-4.451,0.0447,0.0519,1.05e-06,0.081,0.467,126.956,178810.0,Jason Derulo & Shouse - Never Let You Go (Lyric Video),10878099.0
Never Let You Go - 2008 Remaster,Third Eye Blind,spotify:track:1sxUaLi0G2vB7dl4ogtCxH,0.728,0.94,4.0,-5.034,0.0368,0.0814,0.000162,0.109,0.967,113.76,237240.0,Third Eye Blind - Never Let You Go (Official Music Video),96063080.0
Never Love You Again,Little Big Town-Cheat Codes,spotify:track:7n1uFjvFx1apfp6WomeoGX,0.645,0.791,4.0,-5.343,0.0563,0.0331,3.08e-06,0.103,0.579,124.958,191329.0,Never Love You Again (with Little Big Town & Bryn Christopher) [Official Music Video],61845182.0
Never Not,Lauv,spotify:track:3ZPBZH2k9p306C1bu7bkhC,0.471,0.22,5.0,-9.243,0.037,0.691,0.0,0.104,0.26,133.714,208000.0,Lauv - Never Not (Lyric Video),247560345.0
Never Really Loved Me (with Dean Lewis),Dean Lewis,spotify:track:1ZZUE6YNh90P3SCnsHPKNq,0.618,0.642,1.0,-5.472,0.0447,0.254,0.0,0.126,0.221,118.005,202160.0,"Kygo, Dean Lewis - Never Really Loved Me (with Dean Lewis) (Lyric Video)",35508158.0
Never Say Never,The Fray,spotify:track:57uX2vR9j9DNiANDYfXw1i,0.23,0.492,8.0,-5.767,0.0317,0.568,8.18e-06,0.176,0.262,160.139,256613.0,The Fray - Never Say Never,206566798.0
"Never Seen Anything ""Quite Like You"" - Acoustic",The Script,spotify:track:018Idkvf82hi44UZmIXiGB,0.444,0.398,6.0,-8.01,0.03,0.799,0.0,0.114,0.361,79.874,228147.0,"The Script - Never Seen Anything ""Quite Like You"" (Acoustic - Official Audio)",83912511.0
Never Sleep (with Lil Baby feat. Travis Scott),NAV,spotify:track:5cx2X3RlGDk6g4DkPq4NYw,0.814,0.676,1.0,-5.602,0.153,0.00913,0.0,0.13,0.51,139.946,185786.0,"NAV, Travis Scott - Never Sleep ft. Lil Baby",70346363.0
Never Tear Us Apart,INXS-Paloma Faith,spotify:track:1qQSRy9DjrGh3jtsSCU6B1,0.665,0.686,0.0,-5.849,0.0268,0.0518,0.000176,0.174,0.275,96.848,185694.0,INXS - Never Tear Us Apart (Official Music Video),245704292.0
Never Til Now (feat. Brett Young),Brett Young,spotify:track:4232gJU5ljjFmKaPh0cKds,0.382,0.408,10.0,-7.552,0.0407,0.75,0.0,0.127,0.128,77.063,173534.0,Ashley Cooke + Brett Young – Never Til Now (Studio Performance),25178889.0
Never Too Late,Three Days Grace,spotify:track:3HE50TVRquwXe9yv2HFoNL,0.433,0.778,2.0,-4.68,0.0371,0.00838,0.0,0.163,0.217,149.864,209333.0,Three Days Grace - Never Too Late,238970054.0
Never Too Much,Luther Vandross,spotify:track:3nFJbZCHP4d9vduKjJLdBL,0.734,0.586,2.0,-11.866,0.129,0.125,0.0,0.0367,0.762,109.933,230467.0,Luther Vandross - Never Too Much (Official HD Video),223133027.0
Never Wanted To Dance,Mindless Self Indulgence,spotify:track:3nM1EJJ80pJGiG32WFfJxc,0.569,0.745,2.0,-3.854,0.182,0.00575,4.93e-05,0.279,0.714,91.533,188960.0,"Mindless Self Indulgence ""Never Wanted To Dance"" Music Video",38256845.0
"Never, Never Gonna Give Ya Up",Barry White,spotify:track:3pepZAOvUCBt3qWi9Ax6Aq,0.615,0.804,2.0,-11.04,0.0752,0.0823,0.0,0.085,0.932,85.164,290667.0,Barry White - Never Never Gonna Give Ya Up • TopPop,48078049.0
Neverita,Bad Bunny,spotify:track:31i56LZnwE6uSu3exoHjtB,0.876,0.498,10.0,-7.511,0.0478,0.0706,0.0,0.143,0.428,122.016,173119.0,Bad Bunny - Neverita (Video Oficial) | Un Verano Sin Ti,500151882.0
Neverland,Zendaya,spotify:track:654bpQLFU931tUdT7HHqu0,0.484,0.457,2.0,-9.087,0.034,0.143,0.0,0.379,0.223,123.941,224760.0,Zendaya - Neverland (Official Video),29145761.0
New,Daya,spotify:track:4tERsdVCLtLtrGdFBf9DGC,0.715,0.742,0.0,-4.331,0.0347,0.052,2.47e-05,0.364,0.322,106.971,230880.0,Daya - New,201116441.0
New Atlantis,Iggy Pop,spotify:track:6XMvpM1luxKj9gCwvifL2D,0.543,0.925,1.0,-3.822,0.0394,0.0257,0.00333,0.166,0.502,110.07,248096.0,Iggy Pop - New Atlantis (Official Audio),302284.0
New Dawn Fades - 2007 Remaster,Joy Division,spotify:track:5EabbLQZbdhCqG6aK9PFLU,0.387,0.525,2.0,-9.634,0.035,0.00236,0.769,0.251,0.258,78.339,291706.0,Joy Division - New Dawn Fades (a music video),22065716.0
New Drank,LUCKI,spotify:track:3icILkEkTKNPaPQ5usTbsw,0.703,0.599,11.0,-10.215,0.143,0.00183,0.0,0.117,0.695,131.051,88894.0,LUCKI - New Drank (Dir. LONEWOLF),15987675.0
New Face,PSY,spotify:track:25YgkxnU4UzEG4ORni69Rw,0.836,0.728,0.0,-3.449,0.0563,0.0079,2.94e-05,0.0563,0.444,131.969,190234.0,PSY - ‘New Face’ M/V,40368550.0
New Freezer (feat. Kendrick Lamar),Rich The Kid,spotify:track:2EgB4n6XyBsuNUbuarr4eG,0.884,0.698,0.0,-9.101,0.364,0.0405,0.0,0.195,0.575,140.068,191938.0,Rich The Kid - New Freezer ft. Kendrick Lamar,298159198.0
New Genesis,Ado,spotify:track:6A8NfypDHuwiLWbo4a1yca,0.49,0.987,7.0,-2.279,0.253,0.049,3.24e-06,0.406,0.451,175.064,226813.0,【Ado】新時代 (ウタ from ONE PIECE FILM RED),93465443.0
New Girl (Tom's Song),The Walters,spotify:track:4IvrJQ8a2tSM7GCBjVogiV,0.672,0.505,5.0,-7.346,0.0294,0.361,0.0241,0.084,0.784,117.486,215051.0,The Walters -- New Girl,15767609.0
New Gold (feat. Tame Impala and Bootie Brown),Gorillaz-Bootie Brown-Tame Impala,spotify:track:64dLd6rVqDLtkXFYrEUHIU,0.695,0.923,1.0,-3.93,0.0522,0.0425,0.0469,0.116,0.551,108.014,215150.0,Gorillaz - New Gold ft. Tame Impala & Bootie Brown (Official Visualiser),63063467.0
New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,Gorillaz-Tame Impala,spotify:track:2c3KCGq6UojB2c8UAFrRON,0.716,0.897,4.0,-7.185,0.0629,0.012,0.262,0.325,0.358,127.03,274142.0,"Gorillaz - New Gold ft. Tame Impala, Bootie Brown (Dom Dolla Remix) (Official Live Video)",10666154.0
New Kid in Town - 2013 Remaster,Eagles,spotify:track:6Zyz8lsnMFpIrCTuvGurCB,0.649,0.425,4.0,-9.811,0.0267,0.378,0.0013,0.108,0.651,107.383,304926.0,New Kid in Town (2013 Remaster),112876885.0
New Level (feat. Future),A$AP Ferg,spotify:track:25rc1PFgPvtV6GFSloyOI0,0.734,0.703,1.0,-1.69,0.132,0.0344,0.0,0.162,0.152,121.08,264973.0,A$AP Ferg - New Level (Official Video) ft. Future,174252080.0
New Light,John Mayer,spotify:track:4T6FWA703h6H7zk1FoSARw,0.826,0.694,7.0,-7.862,0.0315,0.316,0.0285,0.074,0.852,123.932,217427.0,John Mayer - New Light (Premium Content!),591626625.0
"New Person, Same Old Mistakes",Tame Impala,spotify:track:52ojopYMUzeNcudsoz7O9D,0.47,0.809,8.0,-6.74,0.0495,0.272,0.00671,0.0491,0.49,151.836,363240.0,"Tame Impala - New Person, Same Old Mistakes (Video Edit/Selin Oner)",284687967.0
New Perspective,Noah Kahan,spotify:track:1M39ETXmej4g9EMSeXPUgj,0.685,0.522,5.0,-9.635,0.0415,0.264,1.31e-06,0.0837,0.509,156.529,256871.0,Noah Kahan - New Perspective (Official Lyric Video),9918557.0
New Rules,Dua Lipa,spotify:track:2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9.0,-6.021,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320.0,Dua Lipa - New Rules (Official Music Video),1807370674.0
New Sensation,INXS,spotify:track:2bxY1baYlyXNzmjOkFvqId,0.68,0.967,4.0,-2.771,0.0664,0.0661,1.75e-06,0.0808,0.895,115.748,219813.0,INXS - New Sensation (Official Music Video),132008480.0
New Shoes,Paolo Nutini,spotify:track:265Anh9hGoozFigjUVLUeD,0.748,0.735,8.0,-8.692,0.0903,0.47,1.09e-05,0.0851,0.854,150.04,203653.0,Paolo Nutini - New Shoes (Official Music Video),155264996.0
New Thangs,Curren$y,spotify:track:532dcSo8ZGjxQwM2C3usPO,0.595,0.555,10.0,-9.227,0.198,0.377,0.0,0.2,0.742,78.558,143760.0,"Curren$y, Freddie Gibbs & The Alchemist - New Thangs (Audio)",7484428.0
"New To You (with Normani, Tinashe & Offset)",Tinashe,spotify:track:5Axapk6xMmSHK2A75EZiYo,0.728,0.707,8.0,-5.09,0.0435,0.371,0.00107,0.138,0.802,96.017,302613.0,"Calvin Harris - New To You (Official Audio) ft Normani, Tinashe & Offset",20114029.0
New Wine - Live,Brooke Ligertwood,spotify:track:1MX4dx6yNvAH2GjIVsUF4h,0.377,0.31,10.0,-10.067,0.029,0.065,0.0,0.114,0.145,140.212,490000.0,New Wine - Hillsong Worship,47043513.0
New York,Ja Rule,spotify:track:7xXvPyOiFCsB5SSpio5g38,0.546,0.795,11.0,-5.825,0.444,0.253,0.0,0.0775,0.572,93.221,258213.0,"Ja Rule - New York (Official Music Video) ft. Fat Joe, Jadakiss",36047619.0
New York (feat. A Boogie Wit Da Hoodie & Jadakiss),Jadakiss,spotify:track:1HVVrtjLvEQx8oinUYI5Nv,0.465,0.546,5.0,-8.749,0.295,0.077,0.0,0.314,0.186,97.886,235200.0,"Rowdy Rebel - New York (Official Music Video) ft. A Boogie Wit Da Hoodie, Jadakiss",4421606.0
New York City Boy - 2017 Remaster,Pet Shop Boys,spotify:track:7KeoeLwqtTIIgeHkvgxkeT,0.724,0.991,2.0,-5.228,0.0433,0.0804,3.38e-05,0.225,0.86,131.103,315280.0,Pet Shop Boys - New York City Boy,32057208.0
New York Minute,Don Henley,spotify:track:2jxqu3v4AZAhUNvdAbDGet,0.551,0.289,8.0,-12.214,0.0262,0.334,0.0,0.0379,0.117,132.133,395400.0,New York Minute (Remastered),54358108.0
New York ft. mazie,Steve Aoki,spotify:track:0WdkklLlHI5SdulAdk32wE,0.409,0.76,6.0,-5.291,0.264,0.286,3.3e-06,0.0807,0.601,103.909,132228.0,Steve Aoki & Regard - New York ft. mazie [Official Music Video],2270706.0
Next Lifetime,Erykah Badu,spotify:track:6sIMSl1n3KDPr03Fw8mujd,0.643,0.413,8.0,-11.929,0.0565,0.129,0.00105,0.0949,0.339,130.026,386627.0,Erykah Badu - Next Lifetime (Official Music Video),48961717.0
Next Thing You Know,Jordan Davis,spotify:track:2lNTHWu2I5Tcz9ukWsV5Jj,0.557,0.597,5.0,-8.296,0.048,0.646,0.0,0.0974,0.414,78.526,175238.0,Jordan Davis - Next Thing You Know (Official Lyric Video),30955260.0
Next To Me (feat. Toni-Ann Singh),Popcaan,spotify:track:18okB3tFyUOaQLWFoBOC1H,0.384,0.621,5.0,-5.723,0.132,0.687,1.82e-06,0.141,0.409,79.924,236425.0,"Popcaan - ""Next To Me"" ft Toni-Ann Singh (Official Video)",1048722.0
Next to Me,RÜFÜS DU SOL,spotify:track:46haIwbQpVUkpAQj9V84Gp,0.638,0.609,7.0,-7.332,0.0295,0.112,0.127,0.115,0.31,117.981,314389.0,RÜFÜS DU SOL - Next To Me (Official Music Video),35504263.0
Neymar,Capital Bra,spotify:track:50mQStZYV5QFgyGK9GOVZg,0.75,0.662,7.0,-6.142,0.239,0.56,0.0,0.133,0.533,123.949,263647.0,CAPITAL BRA feat. UFO361 - NEYMAR (PROD. THE CRATEZ & YOUNG TAYLOR),150615162.0
Neón,LIT killah,spotify:track:3vRF2KJzU2l5Zae0L0Kdi7,0.867,0.607,0.0,-6.694,0.0935,0.0664,1.42e-05,0.0838,0.47,128.013,196000.0,LIT killah - Neón (Official Video),2233528.0
"Ni Contigo, Ni Sin Ti",Los Ángeles Azules,spotify:track:3tHYpuF2eIc4pDrzIdNN3Y,0.581,0.52,4.0,-5.347,0.0298,0.383,0.0,0.322,0.643,79.565,251627.0,"Los Ángeles Azules - Ni Contigo, Ni Sin Ti ft. Pepe Aguilar (Live)",94016204.0
Ni Diablo Ni Santo,Julión Álvarez y su Norteño Banda,spotify:track:2OmVUVVx3pWjNWHxgbliCe,0.833,0.608,5.0,-4.804,0.0824,0.439,0.0,0.296,0.965,120.01,155600.0,Ni Diablo Ni Santo,34624776.0
Ni El Primero Ni El Último,Los Rehenes,spotify:track:5s5K4wDAyhKr9KANDwt1xI,0.735,0.529,0.0,-7.639,0.0411,0.493,4.96e-06,0.257,0.963,84.45,174293.0,NI EL PRIMERO NI EL ULTIMO,24905291.0
Ni Parientes Somos,Los Tigres Del Norte,spotify:track:2ANeBRTHe6N0dq7dz7CaVJ,0.849,0.605,0.0,-5.705,0.0544,0.321,0.0,0.193,0.968,109.913,158440.0,Los Tigres Del Norte - Ni Parientes Somos (En Vivo),109145113.0
"Ni Tu Amigo, Ni Tu Amante",Los Yonic's,spotify:track:5ZKMEtR8q9zgszkYk2HU1K,0.439,0.611,4.0,-7.304,0.0338,0.029,1.76e-06,0.152,0.574,76.364,180773.0,"Los Yonic's ft. Bronco - Ni Tu Amigo, Ni Tu Amante [Video Oficial]",23308863.0
Ni Tú Ni Nadie,Mœnia,spotify:track:16J6wH4Evm97ta1hDQIYQC,0.759,0.656,2.0,-6.598,0.04,0.0256,0.00705,0.346,0.554,132.019,219533.0,Moenia - Ni Tu Ni Nadie,149677472.0
Ni Una Sola Palabra,Paulina Rubio,spotify:track:4oCqda0opcaXQPjoAhhcfg,0.764,0.805,5.0,-3.814,0.0294,0.0385,0.0,0.163,0.646,130.097,224787.0,Paulina Rubio - Ni Una Sola Palabra (Video Oficial),119045555.0
Ni la Mitad,Carlos Baute,spotify:track:4RVOSlBWNPg5gioxdE7NDE,0.733,0.453,11.0,-9.217,0.0328,0.523,0.0,0.0884,0.745,105.914,202083.0,Carlos Baute - Ni La Mitad (Video Oficial),1080322.0
Ni**as In Paris,JAY-Z-Kanye West,spotify:track:4Li2WHPkuyCdtmokzW2007,0.789,0.858,1.0,-5.542,0.311,0.127,0.0,0.349,0.775,140.022,219333.0,Jay-Z & Kanye West - Ni**as In Paris (Explicit),1054470731.0
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],21 Savage-Travis Scott-Metro Boomin,spotify:track:4WuOWVnAqvEQxgSRrspBgt,0.671,0.658,2.0,-5.567,0.309,0.189,8.66e-05,0.147,0.257,87.933,207307.0,"Metro Boomin, Travis Scott, 21 Savage - Niagara Falls (Foot or 2) (Visualizer)",81603704.0
Nice to Know You,Incubus,spotify:track:77eRSoQbDt4qHlAhUqovmy,0.515,0.864,2.0,-5.384,0.0478,0.00182,7.32e-05,0.108,0.232,153.966,283160.0,Incubus - Nice to Know You,44145581.0
Nichts ist für die Ewigkeit,Böhse Onkelz,spotify:track:0wEB03sfM4R0QVQJnKulX4,0.367,0.626,4.0,-7.361,0.0272,0.094,6.6e-06,0.0919,0.256,104.06,333160.0,Böhse Onkelz - Nichts ist für die Ewigkeit (Live am Hockenheimring 2014),23499399.0
"Nicki Nicole: Bzrp Music Sessions, Vol. 13",Nicki Nicole,spotify:track:2S93hylQBYLndMnaJuso8S,0.81,0.471,8.0,-5.047,0.0496,0.00554,0.000197,0.134,0.391,75.003,143292.0,NICKI NICOLE || BZRP Music Sessions #13,181635142.0
"Nicky Jam: Bzrp Music Sessions, Vol. 41",Nicky Jam,spotify:track:03LfOYi0icz4souspZVVhq,0.627,0.849,1.0,-3.167,0.153,0.0913,0.0,0.145,0.818,89.907,158087.0,Nicky Jam - BZRP (Music Sessions #41),185931694.0
Nie mehr gehen,Apache 207,spotify:track:3iBU3w9MbrqFdB9mOa2JeK,0.704,0.318,0.0,-7.806,0.0425,0.301,0.0,0.17,0.24,139.924,195925.0,DANKESCHÖN (Nie mehr gehen),9903711.0
Nie mehr zurück (feat. Kool Savas & Sido),Kool Savas,spotify:track:52c2AgZdJgB34tYvo9uL20,0.587,0.679,1.0,-5.279,0.354,0.361,0.0,0.278,0.54,91.565,164274.0,"XAVAS (Xavier Naidoo & Kool Savas) ""Schau nicht mehr zurück"" (Official HD Video 2012)",17174445.0
Niente Canzoni D'Amore - Inedito,Marracash,spotify:track:71Fyq3SgH24mrUAKrLECD4,0.621,0.728,3.0,-4.667,0.0446,0.0434,2.32e-06,0.101,0.178,83.021,226808.0,Marracash - Niente Canzoni D'Amore ft. Federica Abbate,38902571.0
Nieves De Enero,Chalino Sanchez,spotify:track:3fNK9wZMHV7CLG1z3rueBO,0.426,0.504,0.0,-6.865,0.0636,0.703,4.22e-05,0.0911,0.687,186.379,213159.0,Chalino Sánchez - Nieves de Enero (En Vivo),152470792.0
Nigdy albo zawsze,Gibbs,spotify:track:2p9sHDEAXy4jtOIBhWqwoK,0.865,0.436,8.0,-11.568,0.26,0.65,0.0,0.105,0.557,117.969,246601.0,Gibbs - Nigdy albo zawsze,16954887.0
Night And Day,Diana Krall,spotify:track:5gSYmTVASekarEoK4puiRD,0.49,0.121,5.0,-18.532,0.029,0.872,0.0808,0.122,0.256,103.683,278293.0,Diana Krall - Night And Day (Audio),55355433.0
Night Away (Dance) (feat. Tion Wayne),Tion Wayne,spotify:track:7z5G2LOdV8okZn4yWg3q5g,0.706,0.552,5.0,-9.479,0.0833,0.235,0.0,0.144,0.835,142.037,175775.0,"A1 x J1, Tion Wayne - Night Away (Dance)",107910779.0
Night Changes,One Direction,spotify:track:5O2P9iiztwhomNh8xkR9lJ,0.672,0.52,8.0,-7.747,0.0353,0.859,0.0,0.115,0.37,120.001,226600.0,One Direction - Night Changes,912272058.0
Night Crawler,Judas Priest,spotify:track:0MU1TyyAbuoXLGiQBgW9CI,0.481,0.981,6.0,-6.456,0.143,0.000148,0.0555,0.144,0.102,97.106,344360.0,JUDAS PRIEST - NIGHT CRAWLER,16618274.0
Night Crawling (feat. Billy Idol),Billy Idol,spotify:track:4U34WsyOvppOMnRfq7DuOy,0.638,0.918,11.0,-4.368,0.0382,0.0378,0.00805,0.0948,0.668,134.022,189013.0,Miley Cyrus - Night Crawling (Music Video) ft. Billy Idol,53454409.0
Night Falls,Dove Cameron,spotify:track:3doNvO8zrwzcM0PJrcn8Rb,0.72,0.87,3.0,-5.155,0.142,0.0682,0.0,0.144,0.802,160.039,188218.0,"Night Falls (From ""Descendants 3"")",64258155.0
"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,spotify:track:0qemIQjSxcKyf42VPfZnfa,0.726,0.779,1.0,-7.057,0.0251,0.0178,0.00178,0.104,0.841,109.133,212800.0,Bee Gees - Night Fever,300077531.0
Night Job,Bas,spotify:track:5q5MyfXey3ms6IyT6TYf5L,0.812,0.623,7.0,-7.002,0.343,0.0611,0.0,0.111,0.199,119.883,194227.0,Bas - Night Job ft. J. Cole,68494856.0
Night Moves,Bob Seger,spotify:track:6UBjSnyP1O5W5ndJoO9vUk,0.705,0.743,1.0,-6.631,0.042,0.432,0.0133,0.103,0.374,118.552,324423.0,Bob Seger & The Silver Bullet Band - Night Moves (Official Video),178485755.0
Night Running,Beck,spotify:track:0wSmZykDgah7GfaUNZUZCb,0.601,0.946,4.0,-2.298,0.0656,0.0661,1.12e-05,0.388,0.58,141.929,208133.0,"Cage The Elephant, Beck - Night Running (Official Video)",39900861.0
Night Shift,Jon Pardi,spotify:track:0bPnT6i9H1p8Vd85GS6Z7I,0.63,0.754,2.0,-3.564,0.0284,0.0963,0.0,0.268,0.73,95.999,172253.0,Jon Pardi - Night Shift (Official Music Video),231561346.0
Night Trouble,Lofi Fruits Music-Chill Fruits Music,spotify:track:75OBS5FlNYN7EHutewBG0t,0.39,0.039,10.0,-28.785,0.0302,0.941,0.903,0.0949,0.107,75.034,147069.0,Night Trouble [Lofi Fruits Release],20371761.0
Night Witches,Sabaton,spotify:track:1xBRGN41DWx2vwNFY5CvGe,0.546,0.92,5.0,-4.83,0.0592,0.00661,3.13e-06,0.904,0.265,95.996,181333.0,SABATON - Night Witches (Official Lyric Video),63088022.0
Nightmare,Avenged Sevenfold,spotify:track:4UEo1b0wWrtHMC8bVqPiH8,0.554,0.949,2.0,-4.928,0.0787,0.000318,9.98e-05,0.2,0.233,129.984,374453.0,Avenged Sevenfold - Nightmare [Official Music Video],276082555.0
Nights,Frank Ocean,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,0.457,0.551,5.0,-9.36,0.167,0.427,1.15e-06,0.113,0.428,89.87,307151.0,Frank Ocean - Nights Music Video,534229744.0
Nights Like This,Loud Luxury,spotify:track:16bbvpBMEc19o6wG3kn8vA,0.699,0.861,3.0,-4.99,0.0542,0.0546,2.98e-05,0.276,0.5,126.023,173340.0,Loud Luxury X CID - Nights Like This (Official Music Video),45671514.0
Nights Like This (feat. Ty Dolla $ign),Ty Dolla $ign-Kehlani,spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,0.61,0.725,8.0,-5.131,0.15,0.367,0.0,0.154,0.291,146.163,201788.0,Kehlani - Nights Like This (feat. Ty Dolla $ign) [Official Music Video],457818521.0
Nights Over Egypt - Masters At Work Main Mix,Kenny Dope,spotify:track:12zzhQCnWxYoLdWUFgchG2,0.797,0.7,0.0,-8.207,0.0411,0.0138,0.178,0.0454,0.754,120.032,468467.0,Incognito - Nights Over Egypt (Masters At Work Main Mix),1121957.0
Nights With You,MØ,spotify:track:5q5gzmbBS5yQzos2BvVr1t,0.763,0.671,1.0,-4.029,0.1,0.401,1.16e-05,0.375,0.602,120.06,197495.0,MØ - Nights With You (Official Video),149841744.0
Nightshift,Commodores-Xavier Wulf,spotify:track:23IK8TF2MSiLnuEjaYPfVV,0.727,0.559,8.0,-10.194,0.0392,0.62,0.0114,0.0629,0.393,105.06,306560.0,Commodores - Nightshift (Official Music Video),69966608.0
Nightswimming,R.E.M.,spotify:track:6G0NzOx2jEPFsSmhr9N8Ys,0.566,0.385,7.0,-11.272,0.0304,0.796,7.63e-06,0.103,0.571,114.227,258067.0,R.E.M. - Nightswimming (Official Music Video) [British Version],65300545.0
Nihil,Ghostemane,spotify:track:1nB6VmrPybx4xwkL80OqdA,0.665,0.905,7.0,-5.785,0.253,0.161,0.0669,0.907,0.288,114.938,147305.0,GHOSTEMANE - Nihil (Official Music Video),89125744.0
Nikogo nie kocham,Pezet,spotify:track:0t8CcjnMKE5cmDmtGKCHF1,0.779,0.626,2.0,-10.77,0.343,0.65,0.0345,0.105,0.0713,118.036,196271.0,Pezet feat. EMAS - Nikogo nie kocham (prod. Auer),2008896.0
Nila Adhu Vanathumele,Ilaiyaraaja,spotify:track:2HRDR52ijh8GjiBr1MD1A2,0.743,0.667,5.0,-6.956,0.0519,0.746,0.706,0.135,0.943,175.558,301268.0,"4K | Nila Athu Vaanathumele HD Video Song | Ilaiyaraaja | Kamal Haasan, Saranya",4816441.0
Nilüfer,Müslüm Gürses,spotify:track:4cHrCNJTdMfbtY0fjc5ged,0.456,0.752,11.0,-7.366,0.0462,0.0404,1.11e-05,0.201,0.302,150.027,258159.0,Müslüm Gürses - Nilüfer,65383255.0
Ninakkende,K. J. Yesudas-Sujatha,spotify:track:11X3zK4ADBA1rdlGrcdepH,0.59,0.535,4.0,-9.661,0.0649,0.435,0.0,0.102,0.353,74.969,301533.0,Ninakkende Manasile | Gramaphone | K J Yesudas | Sujatha Mohan | Vidyasagar | Gireesh Puthanchery,3634422.0
Nineteen Hundred And Eighty Five - 2010 Remaster,Wings,spotify:track:5VErNsWF69eD0HiBt2vWcH,0.528,0.655,0.0,-7.85,0.0262,0.0102,0.723,0.377,0.367,115.285,331853.0,Nineteen Hundred And Eighty Five (Remastered 2010),18638244.0
Ninety,Jaden,spotify:track:2jdw2tc29bqJwToyGvKgJm,0.398,0.69,1.0,-6.809,0.0631,0.384,0.000437,0.129,0.174,129.904,468168.0,Jaden - Ninety,92420782.0
Ninguna de las dos,Banda Pequeños Musical,spotify:track:4Bx95tG3pAxXmNElIEpFzg,0.609,0.506,7.0,-10.094,0.073,0.201,0.0,0.138,0.808,175.955,224908.0,PEQUEÑOS MUSICAL-NINGUNA DE LAS DOS,13507706.0
Ninguém Faz Igual - Ao Vivo,Rionegro & Solimões,spotify:track:1PjgbHPls89AvHeZsIxiND,0.719,0.783,3.0,-4.785,0.0648,0.606,0.0,0.418,0.479,143.102,167127.0,Rionegro & Solimões - Arruma Essa Casa [DVD Deus Abençoou],3884022.0
Ninguém Merece Amar Sozinho,Sorriso Maroto-LUDMILLA,spotify:track:3rCnVAG0josT5ql2MAFGmT,0.622,0.68,10.0,-7.018,0.0359,0.672,0.0,0.11,0.5,147.96,227721.0,"Sorriso Maroto, Ludmilla -  Ninguém Merece Amar Sozinho (Como Antigamente)",1546658.0
Ninguém Tá Puro,Mc IG,spotify:track:1Od9NokLPxoWIZKIbImt6P,0.758,0.68,1.0,-6.622,0.249,0.285,7.18e-05,0.247,0.925,163.964,87805.0,Mc IG - Ninguém Tá Puro (Official Video) [LIGTH VERSION],7764651.0
Niobe,SCH,spotify:track:0MBUiPhMx69GRBu4PwfFjJ,0.822,0.524,10.0,-8.973,0.455,0.223,0.0,0.0885,0.616,148.959,148760.0,SCH - Niobe (Clip officiel),6088992.0
Nirbhau Nirvair,Amit Trivedi,spotify:track:57efukexqcKkzBc1X9eQUu,0.552,0.599,8.0,-8.532,0.0506,0.54,0.00192,0.084,0.439,80.181,307875.0,"Nirbhau Nirvair | Qala | Tripti Dimri, Babil Khan | Amit Trivedi, Sant Kabir, Anvitaa Dutt, Shahid",1946914.0
Niégame Tres Veces,Silvestre Dangond,spotify:track:4mGRIaDuszXYCTGZfLjjpA,0.715,0.841,11.0,-3.224,0.0713,0.328,0.0,0.308,0.961,83.826,269453.0,Silvestre Dangond - Niégame Tres Veces (Vivo),22852516.0
